path,old_commit,old_nloc,old_token_count,old_avg_token_count,old_avg_nloc,old_avg_cyclo_comp,old_cumulative_cyclo_comp,current_commit,current_nloc,current_token_count,current_avg_token_count,current_avg_nloc,current_avg_cyclo_comp,current_cumulative_cyclo_comp
vpr/src/device/rr_graph_builder.cpp,ccd68178b2f271d566cd8b5d66fc3dfcdc26de12,111,888,106.5,13.25,3.875,31,2132e81c92a54936d51b94a7fc529869a078cf7e,111,888,106.5,13.25,3.875,31
vpr/src/device/rr_graph_view.cpp,ccd68178b2f271d566cd8b5d66fc3dfcdc26de12,21,118,112.0,18.0,1.0,1,2132e81c92a54936d51b94a7fc529869a078cf7e,21,118,112.0,18.0,1.0,1
vpr/src/device/rr_graph_builder.cpp,65f648323ccf46af5e7afe7d3a5fb6e9b6eafa9b,108,867,141.66666666666666,17.166666666666668,4.833333333333333,29,ccd68178b2f271d566cd8b5d66fc3dfcdc26de12,111,888,106.5,13.25,3.875,31
vpr/src/device/rr_graph_view.cpp,65f648323ccf46af5e7afe7d3a5fb6e9b6eafa9b,10,83,77.0,7.0,1.0,1,ccd68178b2f271d566cd8b5d66fc3dfcdc26de12,21,118,112.0,18.0,1.0,1
vpr/src/route/rr_graph.cpp,65f648323ccf46af5e7afe7d3a5fb6e9b6eafa9b,2099,16380,379.15384615384613,47.282051282051285,10.76923076923077,420,ccd68178b2f271d566cd8b5d66fc3dfcdc26de12,2097,16364,378.7435897435897,47.23076923076923,10.76923076923077,420
vpr/src/route/rr_graph_reader.cpp,65f648323ccf46af5e7afe7d3a5fb6e9b6eafa9b,66,352,331.0,56.0,6.0,6,ccd68178b2f271d566cd8b5d66fc3dfcdc26de12,66,360,339.0,56.0,6.0,6
vpr/src/route/rr_graph_writer.cpp,65f648323ccf46af5e7afe7d3a5fb6e9b6eafa9b,53,278,255.0,42.0,4.0,4,ccd68178b2f271d566cd8b5d66fc3dfcdc26de12,53,286,263.0,42.0,4.0,4
vpr/src/route/rr_metadata.cpp,65f648323ccf46af5e7afe7d3a5fb6e9b6eafa9b,47,397,63.166666666666664,7.166666666666667,1.3333333333333333,8,ccd68178b2f271d566cd8b5d66fc3dfcdc26de12,47,413,65.83333333333333,7.166666666666667,1.3333333333333333,8
vpr/test/test_vpr.cpp,65f648323ccf46af5e7afe7d3a5fb6e9b6eafa9b,179,1524,738.0,82.5,10.0,20,ccd68178b2f271d566cd8b5d66fc3dfcdc26de12,179,1532,742.0,82.5,10.0,20
utils/route_diag/src/main.cpp,d15ed677472e5cc30e6b79717196ac61150652aa,249,1539,283.8,42.8,4.6,23,4cdcefd565a873d2eb55106c6eaa0cc81080441c,249,1543,284.6,42.8,4.6,23
vpr/src/base/read_route.cpp,d15ed677472e5cc30e6b79717196ac61150652aa,382,3297,337.0,38.111111111111114,10.0,90,4cdcefd565a873d2eb55106c6eaa0cc81080441c,381,3294,336.6666666666667,38.0,10.0,90
vpr/src/device/rr_graph_builder.cpp,d15ed677472e5cc30e6b79717196ac61150652aa,108,871,142.33333333333334,17.166666666666668,4.833333333333333,29,4cdcefd565a873d2eb55106c6eaa0cc81080441c,108,867,141.66666666666666,17.166666666666668,4.833333333333333,29
vpr/src/draw/draw.cpp,d15ed677472e5cc30e6b79717196ac61150652aa,3377,27069,239.4811320754717,30.30188679245283,6.047169811320755,641,4cdcefd565a873d2eb55106c6eaa0cc81080441c,3377,27075,239.53773584905662,30.30188679245283,6.047169811320755,641
vpr/src/draw/search_bar.cpp,d15ed677472e5cc30e6b79717196ac61150652aa,222,1485,177.375,24.375,4.125,33,4cdcefd565a873d2eb55106c6eaa0cc81080441c,222,1485,177.375,24.375,4.125,33
